#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:7
"JgBxF/l22#"	Basic (optional reversed card)	徳川十五代将軍	初代	徳川家康		徳川十五代将軍
n=nAk[*KJm	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-SMの新IPビハインド接続に関する問題です。IPビハインド接続の機能説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 新IPビハインド接続では、WAN Regi機能により、親拠点自身が子拠点化され、拠点間の同一操作を実現している。<br>B. 新IPビハインド接続では、親拠点でグループ化された内線代表を拠点番号として識別できる機能により、拠点番号を利⽤した発着信を実現している。<br><br>【選択肢】<br>Aのみ正しい<br>Bのみ正しい<br>AもBも正しい<br>AもBも誤り	【正答】2<br><br>【解説】<br>A. 誤り。新IPビハインド接続LAN Regi機能で実現している。<br>B. 正しい。拠点番号は、親主装置の⽅で内線代表として管理している。		2025スキル把握上期_一問一答_B+ スキル把握
"r:#^?0SDsq"	Basic (optional reversed card)	スキル把握	【問題文】<br>αZXⅡ-SMの迷惑電話番号リスト着信拒否機能に関する問題です。迷惑電話番号リスト着信拒否機能の説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 迷惑電話番号リストは、主装置に登録され、電話帳より参照することができる。<br>B. 共通電話帳に登録された番号は、ホワイトリスト扱いされ、着信拒否の対象外となる。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】2<br><br>【解説】<br>A. 誤り。迷惑電話番号リストは、参照できない。<br>B. 正しい。共通電話帳に登録された番号は、ホワイトリスト扱いとなる。		2025スキル把握上期_一問一答_B+ スキル把握
MBBn}pOLz>	Basic (optional reversed card)	スキル把握	【問題文】<br>αZXⅡ-SMの非通知着信拒否機能に関する問題です。非通知着信拒否機能の説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.非通知着信拒否機能は、ナンバーディスプレイ契約がなくても、非通知であれば着信拒否される。<br>2.非通知着信拒否機能は、01-25：非通知着信拒否設定のみで利用できる。<br>3.システムデータ設定により、非通知着信拒否対象外機能を利用できる。<br>4.電話帳の着信拒否グループに登録することで、非通知着信拒否ができる。	【正答】3<br><br>【解説】<br>1. 誤り。非通知着信拒否には、ナンバーディスプレイ契約が必要。<br>2. 誤り。09-29：発番号ダイヤルイン可否設定および01-25：非通知着信拒否設定が必要。<br>3. 正しい。<br>4. 誤り。非通知着信は、着信拒否グループに登録できない。		2025スキル把握上期_一問一答_B+ スキル把握
ta>SIt)p]J	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-LのDCL-CS収容に関する問題です。αZX-L主装置にDCL-CSを収容する説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.DCL-IP3CSとDCL-S3CSが混在する場合は、それぞれにマスタCSを収容する。<br>2.DCL-S3CSは、最大24台まで収容できる。<br>3.DCL-S3CSは、スターユニットが3Bモードの場合のみ収容できる。<br>4.DCL-IP3CSを複数収容する場合は、ZX-POLHUB内のクロックポートに接続する。	【正答】4<br><br>【解説】<br>1. 誤り。マスタCSはシステムに1台のみ収容可能。<br>2. 誤り。DCL-S3CSは、最大104台、DCL-IP3CSは、最大24台。<br>3. 誤り。スターユニットが3Bモードまたはフリーモードに接続できる。<br>4. 正しい。DCL-IP3CSの同期クロックは、ZX-POLHUB内のクロックポートから受け取る。		2025スキル把握上期_一問一答_B+ スキル把握
I2{FEzhM7B	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-LのIPビハインド接続に関する問題です。αZX-Lを親拠点、αZX-M、αZX-Sを子拠点とした3拠点でIPビハインド接続を行う場合の設定として、正しいものを選択肢から一つ選択してください。ただし、拠点間はNVR510を利用してVPN接続を行っている。<br><br>【選択肢】<br>1.3拠点の接続のため、子主装置側はIPEBの設定が必要である。<br>2.子主装置側のIPビハインド回線の発番号設定は、「09-01：収容回線番号登録」にて、自拠点の拠点番号を設定する。<br>3.親主装置側のIPビハインド回線の発番号設定は、「08-01：トランク番号」にて、SIP端末の内線番号を設定する。<br>4.VPNルータがあるため、各主装置にはルーティング設定は不要となる。	【正答】2<br><br>【解説】<br>1. 誤り。SIP端末登録は、親主装置で行うため、子主装置にIPEBは不要。<br>2. 正しい。<br>3. 誤り。親主装置がLタイプの場合は、発番号設定は拠点番号となる。<br>4. 誤り。VPNルータがNVR510のため、拠点間のセグメントが違うために主装置側にもルーティング設定が必要。		2025スキル把握上期_一問一答_B+ スキル把握
ssA|xS8q)-	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-Lの単体電話機収容に関する問題です。単体電話機収容の設定として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. ナンバーディスプレイ対応の設定は、SLU/LLUは可能だがSLAPでは、設定できない。<br>B. SLUまたは、LLUに接続した単体電話機は、最大6キー分まで回線キー設定ができる。<br><br>【選択肢】<br>Aのみ正しい<br>Bのみ正しい<br>AもBも正しい<br>AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。SLU/LLU/SLAPいずれもナンバーディスプレイ対応の設定は可能。<br>B. 誤り。24キー分まで割付できる。		2025スキル把握上期_一問一答_B+ スキル把握
y9F@*[OmT*	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-LのレガシーGWに関する問題です。レガシー収容GW分散設置の説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.1拠点につき最大30台の端末を収容できる。<br>2.レガシーGWの遠隔拠点設置は、最大6拠点まで可能である。<br>3.主拠点-遠隔拠点間のVPN契約は、フレッツVPNワイドのLAN型払い出しのみ対応している。<br>4.遠隔拠点のレガシーGWにDTUが収容できる。	【正答】1<br><br>【解説】<br>1. 正しい。<br>2. 誤り。遠隔拠点は最大4拠点まで。<br>3. 誤り。フレッツVPNワイド(LAN型/端末型)、フレッツVPNプライオが利用できる。<br>4. 誤り。遠隔拠点設置には、DTUは収容できない。		2025スキル把握上期_一問一答_B+ スキル把握
HCMC)!;^?e	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-LのIVR機能に関する問題です。IVR機能設定の説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. IVR応答用付加内線番号は、04-01-01：ダイヤル中特番のパラメータ3を「3」、パラメータ4を「シナリオ番号」に設定をする。<br>B. IVRシナリオ編集は、10-21-13：IVRシナリオ編集可否で可と設定されたTENでのみ編集ができる。<br><br>【選択肢】<br>Aのみ正しい<br>Bのみ正しい<br>AもBも正しい<br>AもBも誤り	【正答】3<br><br>【解説】<br>A. 正しい。パラメータ3「3：IVR」、パラメータ4「シナリオ番号」となる。<br>B. 正しい。シナリオ編集可否が可のTENのみがシナリオ編集できる。		2025スキル把握上期_一問一答_B+ スキル把握
J6Q|kd:mHz	Basic (optional reversed card)	スキル把握	【問題文】<br>フレッツVPNプライオに関する問題です。<br>フレッツVPNプライオにおいて、MTUサイズの設定が重要な理由として、最も適切なものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.セキュリティ強化のため<br>2.帯域幅の調整<br>3.パケットロス軽減のため<br>4.接続速度の向上のため	【正答】3<br><br>【解説】<br>MTU（Maximum Transmission Unit）は、ネットワーク上で転送可能な最大パケットサイズです。MTUサイズが適切に設定されていない場合、パケットが途中で分割され、再構築に失敗してパケットロスが発生する可能性があります。フレッツVPNプライオでは、適切なMTUサイズを設定することで、パケットロスを軽減し、安定した通信を実現できます。		2025スキル把握上期_一問一答_B+ スキル把握
H?g*%HI(`g	Basic (optional reversed card)	スキル把握	【問題文】<br>SD-WANに関する問題です。「Managed SD-WAN」において、ネットワーク構成の簡易化と運用負荷の軽減を実現するために採用されている技術はどれか、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.MPLS<br>2.SDN<br>3.VPN over LTE<br>4.DNS over HTTPS	【正答】2<br><br>【解説】<br>「Managed SD-WAN」は、Software Defined Networking（SDN）技術を活用しており、ネットワーク機器の集中管理や構成変更をソフトウェアで柔軟に行うことができます。		2025スキル把握上期_一問一答_B+ スキル把握
jB:niY8X78	Basic (optional reversed card)	スキル把握	【問題文】<br>「Managed SD-WAN」において、アプリケーションごとに通信経路を制御する機能の主な目的はどれか、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.通信の暗号化強度を高める<br>2.通信の優先順位を固定化する<br>3.トラフィックの最適化とインターネットブレイクアウトの実現<br>4.通信ログの保存期間を延長する	【正答】3<br><br>【解説】<br>アプリケーションベースの経路制御により、業務アプリケーションは閉域VPNを経由し、クラウドサービスなどは直接インターネットに接続（インターネットブレイクアウト）するなど、トラフィックの最適化が可能になります。		2025スキル把握上期_一問一答_B+ スキル把握
u{Vj=Se|%P	Basic (optional reversed card)	スキル把握	【問題文】<br>Address Resolution Protocol（ARP）に関する問題です。Address Resolution Protocol（ARP）はどの層で動作するか、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.アプリケーション層<br>2.トランスポート層<br>3.ネットワーク層<br>4.データリンク層	【正答】3<br><br>【解説】<br>ARPは、パケットの送り先の物理的なアドレス（MACアドレス）をIPから取得するプロトコルで、ネットワーク層の機能です。		2025スキル把握上期_一問一答_B+ スキル把握
"b_XIMW9Yd#"	Basic (optional reversed card)	スキル把握	【問題文】<br>VLANに関する問題です。IEEE 802.1Qに関する説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.VLAN間のルーティングを行うプロトコルである<br>2.VLANタグをIPパケットに追加するプロトコルである<br>3.VLANタグをEthernetフレームに挿入する規格である<br>4.VLANの自動構成を行うプロトコルである	【正答】3<br><br>【解説】<br>IEEE 802.1Qは、EthernetフレームにVLANタグを挿入することで、複数のVLANを1本の物理リンクで扱えるようにする規格です。		2025スキル把握上期_一問一答_B+ スキル把握
gc`gf7<2i{	Basic (optional reversed card)	スキル把握	【問題文】<br>VPNに関する問題です。IPsecにおけるIKE（Internet Key Exchange）の主な役割はどれか、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.IPパケットの暗号化を行う<br>2.VPNトンネルの物理的な確立を行う<br>3.セキュリティアソシエーションの確立と鍵交換を行う<br>4.IPアドレスの変換を行う	【正答】3<br><br>【解説】<br>IKEは、IPsecで使用されるセキュリティアソシエーション（SA）を確立し、暗号鍵の交換を安全に行うためのプロトコルです。		2025スキル把握上期_一問一答_B+ スキル把握
j$`14{XM3>	Basic (optional reversed card)	スキル把握	【問題文】<br>Wi-Fi 6（第6世代の無線LAN）で採用されている技術に関する問題です。<br>Wi-Fi 6に採用されたOFDMAに関する説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.無線LANネットワークにおける異なる種類のトラフィックを優先順位付けし、遅延を抑制する技術。<br>2.複数のクライアントとの同時送受信を可能にする技術。<br>3.接続デバイスへのデータ通信タイミングを調整する技術。<br>4.複数のアンテナを用いて同時に複数のデータを送受信する技術。	【正答】2<br><br>【解説】<br>OFDMAは、複数の端末がサブキャリアを共有し、それぞれの端末に最も伝送効率のよいサブキャリアを割り当てることで、多くの端末が高品質で通信できるようになります。		2025スキル把握上期_一問一答_B+ スキル把握
wvq?g=0Ozc	Basic (optional reversed card)	スキル把握	【問題文】<br>無線LANに関する問題です。無線LANのセキュリティプロトコルであるWPA3の特徴として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. WPA2よりも通信速度が速くなる<br>B. SAE（Simultaneous Authentication of Equals）を使用している<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】2<br><br>【解説】<br>A. 誤り。WPA2とWPA3はどちらも通信速度に影響はありません。<br>B. 正しい。WPA3はSAEを利用し、より安全な通信を実現します。		2025スキル把握上期_一問一答_B+ スキル把握
w-)tQj!na~	Basic (optional reversed card)	スキル把握	【問題文】<br>YAMAHAルータのVRRPに関する問題です。YAMAHAルーターにおけるVRRPの動作に関する説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. VRRPでは、すべてのルーターが同時にアクティブとなり、負荷分散を行う。<br>B. VRRPでは、各ルーターが異なる仮想IPアドレスを持ち、個別に通信を行う。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。GLBP（Cisco独自のプロトコル）に近い説明で、VRRPには該当しません。<br>B. 誤り。VRRPでは1つの仮想IPアドレスを共有します。		2025スキル把握上期_一問一答_B+ スキル把握
b)_8%N~Aa(	Basic (optional reversed card)	スキル把握	【問題文】<br>パブリッククラウドに関する問題です。リージョンの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. リージョンは特定の地理的なエリアにある単一のデータセンターとなる。<br>B. すべてのリージョンは同じサービスとパフォーマンスを保証する。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。リージョンは複数のデータセンター（アベイラビリティゾーン）で構成される。<br>B. 誤り。各リージョンで提供されるサービスやパフォーマンスは異なる。		2025スキル把握上期_一問一答_B+ スキル把握
rrPerkaMyS	Basic (optional reversed card)	スキル把握	【問題文】<br>セキュリティに関する問題です。内部不正による情報漏えいを防ぐための技術的対策として、最も適切なものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.社員の信頼を前提に監視を行わない<br>2.退職者のアカウントを一定期間保持する<br>3.アクセス権限の最小化とログの監視を徹底する<br>4.社内ネットワークを完全に遮断する	【正答】3<br><br>【解説】<br>内部不正対策には、アクセス権限の最小化と操作ログの取得・監視が有効です。		2025スキル把握上期_一問一答_B+ スキル把握
bIIB=W<?iZ	Basic (optional reversed card)	スキル把握	【問題文】<br>セキュリティおまかせプラン プライム Plusに関する問題です。セキュリティおまかせプラン プライム Plusで提供されるクラウドプロキシの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. https通信を復号して内容を検査することで、暗号化された通信の中に潜むマルウェアや不正アクセスを検出する<br>B. 外部脅威であるプロバイダメール（POP/SMTP）に対しても対応しているが、Webメールには対応していない<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】1<br><br>【解説】<br>A. 正しい。クラウドプロキシはhttps通信を復号して内容を検査する。<br>B. 誤り。メール経由の外部脅威には非対応だが、Webメールには対応。		2025スキル把握上期_一問一答_B+ スキル把握
d+SkX9&[h;	Basic (optional reversed card)	スキル把握	【問題文】<br>セキュリティおまかせプランに関する問題です。「セキュリティおまかせプランどこでもプライム」のSecure Endpointで提供されるEDR機能の説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 振る舞い検知により未知のマルウェアを特定する<br>B. VPNのトンネル可視化を行う<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】1<br><br>【解説】<br>A. 正しい。<br>B. 誤り。VPNトンネルの可視化はEDRの機能ではありません。		2025スキル把握上期_一問一答_B+ スキル把握
ln+AD~D.DX	Basic (optional reversed card)	スキル把握	【問題文】<br>ルーターおまかせプランに関する問題です。ルーターおまかせプランのハイエンドタイプルーターで利用できるYNO（YAMAHA Network Organizer）について、YNOのアクセスコード設定（yno access code）が無効になるケースとして、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.機器がIPv6のみで接続されている場合<br>2.yno zero-config id が設定されている場合<br>3.オペレータIDが64文字を超えている場合<br>4.アクセスコードが英数字混在でない場合	【正答】2<br><br>【解説】<br>yno zero-config id が設定されている場合、アクセスコード認証は使用されません。		2025スキル把握上期_一問一答_B+ スキル把握
"A.j8@%b)#_"	Basic (optional reversed card)	スキル把握	【問題文】<br>ルーターおまかせプランに関する問題です。ルーターおまかせプランの「ハイエンドタイプY」において、ネットワークの可用性を高めるための機能として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.OSPFによるマルチパスルーティング<br>2.VRRPによるゲートウェイ冗長化<br>3.NATトラバーサルによるフェイルオーバー<br>4.VLANスタッキングによる経路分離	【正答】2<br><br>【解説】<br>ハイエンドタイプYでは、VRRPによるゲートウェイ冗長化が可能です。		2025スキル把握上期_一問一答_B+ スキル把握
GUC^ZOH>[x	Basic (optional reversed card)	スキル把握	【問題文】<br>スマート光ビジネスWi-Fiに関する問題です。ハイエンド6プランの提供条件に関して、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 1無線アクセスポイントあたりの推奨される同時接続台数は150となります。<br>B. 無線アクセスポイントの利用範囲はアクセスポイント設置場所から半径15m程度となります。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。同時接続台数は100。<br>B. 誤り。範囲は半径25m程度。		2025スキル把握上期_一問一答_B+ スキル把握
E+L%,?B_Ps	Basic (optional reversed card)	スキル把握	【問題文】<br>スマート光ビジネスWi-Fiに関する問題です。ハイエンド6プランで提供されるセキュリティ機能として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. VPNトンネリングの自動構成<br>B. MACアドレスによる端末制限<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】2<br><br>【解説】<br>B. 正しい。MACアドレスによる端末制限などの機能が提供される。<br>A. 誤り。		2025スキル把握上期_一問一答_B+ スキル把握
nV9[gKkwo	Basic (optional reversed card)	スキル把握	【問題文】<br>おまかせクラウドストレージに関する問題です。おまかせクラウドストレージの仕様・制限事項として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 1ユーザーが所属できるグループ数は25になる。<br>B. 共有PCにおける別Windowsユーザによる同時利用は可能である。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。1ユーザーが所属できるグループ数は20。<br>B. 誤り。同時利用は不可。		2025スキル把握上期_一問一答_B+ スキル把握
M|[bx;QeXf	Basic (optional reversed card)	スキル把握	【問題文】<br>ひかりクラウド電話 for Webex Callingに関する問題です。ひかりクラウド電話 for Webex Callingに関する説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 緊急通報（110、119など）への発信が可能<br>B. オフィスの固定電話番号をスマートフォンアプリで発着信できる<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】2<br><br>【解説】<br>A. 誤り。緊急通報は一部発信できない。<br>B. 正しい。		2025スキル把握上期_一問一答_B+ スキル把握
ptY._7F-4$	Basic (optional reversed card)	スキル把握	【問題文】<br>Microsoft 365に含まれるストレージサービスである「OneDrive for Business」に関する問題です。（以下、OneDriveと表記）OneDriveに関する説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. OneDriveはファイルの世代管理が可能で、保存されたデータは、デフォルトで256世代、30日間はバージョン履歴として保管される。<br>B. OneDriveで提供されるストレージは、パッケージ版Officeに付属するOneDriveでは100GBに対して、Microsoft 365のOneDriveでは1TBが提供される。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。世代はデフォルトで500世代が保管され、100～50000世代に変更可能。<br>B. 誤り。パッケージ版OfficeにはOneDriveは付属しない。		2025スキル把握上期_一問一答_B+ スキル把握
xrY(2YYf)S	Basic (optional reversed card)	スキル把握	【問題文】<br>αZXのIPビハインド接続に関する問題です。αZX-L同士2拠点のIPビハインド接続した場合の設定として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. IPビハインド回線は、トランク登録時に100BRUの回路番号は「2」で登録する。<br>B. 番号ごとに同一のダイジェスト認証ID、パスワードに統一して設定する必要がある。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。IPビハインド回線は回路番号「3」となる。<br>B. 誤り。拠点ごとに同一のIDとパスワードに統一して設定する。		2025スキル把握上期_一問一答_ASA スキル把握
sNx2<7F3G8	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-Lの主装置連携に関する問題です。VPNルータを利用した主装置連携の設定として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 01-05-02：回線種別は、「専用線」に設定する。<br>B. 07-01-01：トランクグループ属性は、「VoIP CES外線」とする。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。回線種別は主装置連携制御回線を設定する。<br>B. 誤り。トランクグループ属性は「専用線」を指定する。		2025スキル把握上期_一問一答_ASA スキル把握
vXHFHWG83>	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-Lのグループダイヤリングに関する問題です。αZX-Lでグループダイヤリングを利用する設定として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 07-04-01：PBX/CES外線発信番号は、「0」に設定する。<br>B. グループダイヤリングを利用するトランクは、08-02-01：外線着信方式を網番号/着番号ダイヤルイン、i・ナンバーに設定する。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】3<br><br>【解説】<br>A. 正しい。<br>B. 正しい。		2025スキル把握上期_一問一答_ASA スキル把握
l-DRTLRy%2	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-Lのレガシー収容GW分散設置に関する問題です。レガシー収容GW分散設置の設定として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. 分散設置においては、主拠点-遠隔拠点に跨る会議を行う場合、02-40-01：会議室最大参加者数を「3者」に設定する。<br>B. 遠隔拠点のTCCUには、シグナリングポート設定をLAN2に設定をする。<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】2<br><br>【解説】<br>A. 誤り。会議室数は「4者」に設定する。<br>B. 正しい。		2025スキル把握上期_一問一答_ASA スキル把握
FN4YL6g>/^	Basic (optional reversed card)	スキル把握	【問題文】<br>YAMAHAルータのVLANに関する問題です。YAMAHA RTXシリーズにおけるタグVLAN設定に関して、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.vlanコマンドはLANインターフェースでは使用できず、WANインターフェース専用である。<br>2.vlan lan1/1 802.1q vid=100 のような設定は、タグVLANのVIDを100に設定し、仮想インターフェースを作成する。<br>3.YAMAHAルータではタグVLANはサポートされておらず、ポートベースVLANのみ使用可能である。<br>4.タグVLANを使用するには、lan typeをport-based-option=divide-networkに設定する必要がある。	【正答】2<br><br>【解説】<br>2. 正しい。他は誤り。YAMAHAルータでは vlan lanX/Y 802.1q vid=XXX で設定する。		2025スキル把握上期_一問一答_ASA スキル把握
tUzxF~Z+Z5	Basic (optional reversed card)	スキル把握	【問題文】<br>IPv6に関する問題です。YAMAHAルータでIPv6フィルタを設定する際の注意点として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.ICMPv6をすべてブロックするのが推奨されている。<br>2.IPv6フィルタはIPv4と共通の番号体系を使用する。<br>3.ICMPv6の特定メッセージ（Neighbor Solicitation/Advertisementなど）は通信に必須であり、明示的に許可する必要がある。<br>4.IPv6ではステートフルインスペクションが標準で有効なため、フィルタ設定は不要である。	【正答】3<br><br>【解説】<br>ICMPv6のNS/NAなどは通信に必須であるため、明示的に許可する必要がある。		2025スキル把握上期_一問一答_ASA スキル把握
Lo:jm]!d_v	Basic (optional reversed card)	スキル把握	【問題文】<br>NEC UNIVERGE IX2000シリーズに関する問題です。「NEC UNIVERGE IX2000シリーズ」と「YAMAHA RTXシリーズ」をIKEv2/IPsecでVPN接続する際の設定に関して、最も適切な記述を選択肢から一つ選択してください。<br><br>【選択肢】<br>1.両機種ともにPPTPをサポートしているため、IPsecよりも簡易なVPN構成が可能である。<br>2.両機種でIKEの暗号・認証アルゴリズムが一致していれば、NATトラバーサルの有無は接続に影響しない。<br>3.初期接続時に「INITIAL-CONTACT」メッセージを有効にすることで、既存SAのクリアが保証される。<br>4.IX2000シリーズでは、IPsec設定前にトンネルインターフェースの作成が必須である。	【正答】3<br><br>【解説】<br>INITIAL-CONTACTを有効にすることで、既存のSAをクリアし、SAの同期が可能となる。		2025スキル把握上期_一問一答_ASA スキル把握
u5xzyd}:O>	Basic (optional reversed card)	スキル把握	【問題文】<br>パブリッククラウドに関する問題です。パブリッククラウドにおける「責任共有モデル」において、クラウドプロバイダが責任を負う範囲はどれか、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.アプリケーションのセキュリティパッチ適用<br>2.ゲストOSの設定<br>3.物理的なデータセンターのセキュリティ<br>4.データの暗号化ポリシーの策定	【正答】3<br><br>【解説】<br>責任共有モデルにおいて、物理的なデータセンターのセキュリティはクラウドプロバイダの責任範囲となる。		2025スキル把握上期_一問一答_ASA スキル把握
tKb1{m|XI=	Basic (optional reversed card)	スキル把握	【問題文】<br>セキュリティに関する問題です。IPAの「情報セキュリティ10大脅威 2025」において、ランサムウェア攻撃は組織にとって最も深刻な脅威の一つとされています。以下のうち、ランサムウェアの侵入および被害拡大を防ぐための技術的対策として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. WORMストレージにデータを保管する<br>B. 世代管理が可能なクラウドストレージにバックアップを取り、感染時には感染していない世代から復元する<br><br>【選択肢】<br>1.Aのみ正しい<br>2.Bのみ正しい<br>3.AもBも正しい<br>4.AもBも誤り	【正答】3<br><br>【解説】<br>A. 正しい。<br>B. 正しい。		2025スキル把握上期_一問一答_ASA スキル把握
u-SUz$LxUu	Basic (optional reversed card)	スキル把握	【問題文】<br>YAMAHAルータの冗長化に関する問題です。YAMAHA RTXシリーズでVRRPを利用した冗長化構成において、バックアップルータがアクティブルータになる条件として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.プライオリティ値が低い場合<br>2.仮想IPアドレスが割り当てられた場合<br>3.アクティブルータがダウンした場合<br>4.OSバージョンが最新の場合	【正答】3<br><br>【解説】<br>バックアップルータは、アクティブルータがダウンした場合にアクティブルータへ昇格する。		2025スキル把握上期_一問一答_ASA スキル把握
EBUFU1?MZ]	Basic (optional reversed card)	スキル把握	【問題文】<br>NEC UNIVERGE IXシリーズのタグVLAN設定に関する問題です。<br>NECルータでタグVLANを設定する際、正しいコマンドを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.vlan add vlan-id 10 port all<br>2.vlan 10 name DATA<br>3.vlan port 1 untagged 10<br>4.vlan bind 10 ge0/1	【正答】1<br><br>【解説】<br>NECルータのタグVLAN設定は「vlan add vlan-id XX port XX」形式で行う。		2025スキル把握上期_一問一答_ASA スキル把握
M]7wI.ZNeo	Basic (optional reversed card)	スキル把握	【問題文】<br>パブリッククラウドの責任共有モデルに関する問題です。クラウド利用時、ユーザー側が責任を負う領域として正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1.物理サーバの保守<br>2.ストレージの冗長化設計<br>3.アプリケーションの脆弱性対策<br>4.データセンターの物理的警備	【正答】3<br><br>【解説】<br>責任共有モデルにおいて、アプリケーションやデータの管理・設定はユーザー側の責任となる。		2025スキル把握上期_一問一答_ASA スキル把握
